Original,0,_,o,p,t
76.25695847620452,[]
108.70933867711403,[]
120.52203562379766,[]
88.44581120485424,[]
75.03104472783295,[]
106.82204830039686,[]
133.5880533098241,[]
152.6720874597954,[]
75.85758562708398,[]
45.58793016292563,[]
73.04079094031349,[]
78.60718311839537,[]
108.95892760920111,[]
132.90947593987258,[]
78.50005856700362,[]
132.97774006454372,[]
95.52350985947595,[]
155.4273279156399,[]
68.88827618185113,[]
111.55993272770212,[]
126.54204023866012,[]
147.73533081469847,[]
187.53472267592184,[]
164.15451954978772,[]
110.78598490945554,[]
130.6579796801443,[]
119.7142510517449,[]
89.045071180802,[]
189.60756241598153,[]
65.30688325702135,[]
150.0454210356495,[]
119.2532005811143,[]
108.21389914455753,[]
96.87788854739031,[]
111.77632547500352,[]
87.48920279122254,[]
91.57081409890242,[]
148.4279326023015,[]
42.85129728146787,[]
207.17213982115237,[]
81.26041726797926,[]
175.72368015637,[]
102.7005238373419,[]
67.08020518935803,[]
51.1490906500579,[]
59.81874211681145,[]
122.24876818638064,[]
127.01771499937614,[]
183.262551065048,[]
156.2791407318988,[]
98.85130526592113,[]
107.90568468881767,[]
199.8367409877008,[]
171.12991436368836,[]
90.14533979552573,[]
133.0063155155942,[]
129.53070545101355,[]
113.94102177165688,[]
121.01058115915218,[]
177.5600330031731,[]
187.13474518416248,[]
238.65787875646197,[]
197.89382751252595,[]
177.39856547002316,[]
102.49227167090436,[]
78.54915628380107,[]
144.45848675128843,[]
142.03064063194802,[]
108.61011912689435,[]
62.404970131393505,[]
119.9430954057686,[]
78.76615054659524,[]
138.88012906420116,[]
161.47989581597602,[]
98.42657985812453,[]
117.11906097192082,[]
178.23071067110521,[]
106.23881694309495,[]
81.48129815930605,[]
90.96688279963742,[]
89.78028205694405,[]
100.4491825360283,[]
112.27782135430782,[]
102.40714381155114,[]
62.88458653648177,[]
173.7318828120733,[]
143.87922945158908,[]
182.09257738017715,[]
99.91901106273562,[]
75.516267149023,[]
104.04995264486459,[]
174.4681272199371,[]
124.36928700244883,[]
85.07393034067958,[]
137.18711027759167,[]
71.67920575903655,[]
131.3931725690694,[]
111.43587086196814,[]
133.8639307608322,[]
82.47564284837112,[]
74.0923423937564,[]
63.71553995341064,[]
113.3953620277262,[]
123.55945643494302,[]
118.92743437611888,[]
195.05086222058185,[]
158.60691223694454,[]
124.1620442670841,[]
132.4733628404304,[]
126.72746633355189,[]
74.27933103477069,[]
195.82391472241605,[]
116.07411235041155,[]
85.25433686880743,[]
105.07577536856178,[]
49.206830006184916,[]
100.65078448009004,[]
139.8590720350132,[]
95.84583507041916,[]
118.97634371931296,[]
124.48436461909904,[]
96.32795615448576,[]
36.323020872045916,[]
154.61754179499147,[]
137.29848457985958,[]
102.69159228809747,[]
191.9254109965148,[]
158.5179593095631,[]
69.37894613845887,[]
168.10656138079918,[]
90.39498563012461,[]
186.578852277012,[]
157.55100916183383,[]
107.03980296674962,[]
99.54510532274699,[]
142.56185766653118,[]
112.95679684810517,[]
