original,41_opt,improvement
66.6740131998028,62.27337626358764,6.600228072409137
127.63712253628674,78.25743643485387,38.68755822773615
77.74872928431661,62.291240400428315,19.881339574518762
95.36439430328079,79.24153757020652,16.90657907583397
97.29806608360396,61.7879358513879,36.49623436677946
175.1666897577459,133.27395954350578,23.915922754593023
156.86990323439622,87.6804894322122,44.106238593645756
157.56218591716907,112.83878369099642,28.384603809497722
123.58252611360871,102.40540782447547,17.13601344389516
141.1151423979396,115.52083981700805,18.137176596368754
54.17680145122087,30.18226112999125,44.28932620327091
146.18553402799841,83.50570823509048,42.87690037846226
59.29807523581911,45.1406310839274,23.8750483815702
114.9557355844928,74.96764140346804,34.78564508130471
113.57342658422289,85.22787318568409,24.95790983071073
60.8941598628451,50.02993950541334,17.841153210589944
84.11828249479551,54.06004762966602,35.733295989476744
125.26478776887943,67.28566375295463,46.28525306161819
108.69317319929824,91.5932614522953,15.732277606477451
60.37229029644963,60.37229029644963,0.0
166.5814887084181,84.26184480677958,49.41704179732099
155.4800127661969,91.39978075008182,41.21444993220816
119.04191567822178,91.3788935767963,23.238051860825617
61.88699638479758,45.348731997294806,26.723326956558136
136.81104192525706,97.30007213448347,28.8799567891306
140.3533119601928,84.28176838755319,39.95028174934889
127.24832348108711,104.55518688593762,17.8337411247091
131.78088538588213,115.8685095382509,12.074873985735065
130.62991819197475,95.32380248909867,27.027587700843494
107.8619291318087,69.14202777038057,35.89765329907265
93.9783077824861,68.01686548849005,27.624930589391017
100.57952748620465,73.55349050244106,26.8703161162399
174.8810844995173,110.7367823389749,36.678810829720945
100.03948028684219,100.03948028684218,1.4205246443159603e-14
69.89992295835181,49.276565874133325,29.504119906550418
158.73098152499787,83.29295958108567,47.52570747005164
122.95284763639519,71.23283582304714,42.0649157848691
108.01634625320607,108.01634625320607,0.0
115.01896561617379,63.509800271353825,44.78319298811084
125.18954935446024,90.3151133128944,27.857306158058584
82.89368957665994,80.1933045020055,3.2576485477306725
133.35377488651537,98.26808826462735,26.31023130147316
130.5426443902391,77.27678737051414,40.8034150591389
175.7060403782387,98.62136629690525,43.871385363528134
111.70634942767698,75.56021977856103,32.358169284296906
151.54582864081488,93.37342697396736,38.38601312130099
63.3739347944512,63.3739347944512,0.0
139.99600596931504,117.97352262852117,15.730794023952981
104.3012804349766,77.903981020781,25.308701201086574
86.66987093827986,76.0628168943122,12.23845602760992
115.52947366387231,85.16827078716112,26.280049509310253
97.2923503251437,54.32050292405323,44.16775548897914
106.48290576126911,99.4632392264452,6.592294307371509
133.12479599619715,85.84002347361846,35.51913238156582
81.68266975804305,65.99212236360233,19.2091510242241
107.3827223661841,63.682468206874304,40.695796489763275
51.30998458637684,44.379384049147,13.507313621508992
120.17601136777996,114.28065859277947,4.905598636452229
110.50206770074863,71.84001546087924,34.98762787368861
103.32742329615893,93.13192979997658,9.867170951277709
171.08060651608852,108.77069744248084,36.42137489601899
131.2702917905451,94.11914409448353,28.301260848372255
94.25702889330373,73.40036290863569,22.127438377330137
113.67253721434571,81.15861297282763,28.603148164282164
120.05616838059453,85.63264761937629,28.67284640643449
164.09658786128892,112.92848483911476,31.18169834550529
116.42854286092899,74.75511407262174,35.793137803060134
85.59664609474625,56.20667136303053,34.3354279315853
99.96539922220349,76.42165750206982,23.551890857556167
146.02941851430253,103.15260769712339,29.361762344468744
67.31116268219486,67.31116268219486,0.0
143.76431953071884,86.87777717606369,39.56930519362972
146.03757076722124,96.82736707955608,33.69694759309883
271.5161020625789,112.26685262578273,58.65186198058061
125.51440345147557,82.07872027404244,34.606134422035126
220.50954500719735,112.8481618256167,48.823910628479425
144.0795542156541,83.04716976027508,42.36019800840549
73.88604913738418,65.8826368640215,10.832102090722262
151.33013378712866,79.81587797564804,47.25711530267824
115.50907027941982,85.33733950848577,26.120659354237503
137.1690887278175,98.17269779233433,28.429430637148215
145.02120875283978,83.0506266926226,42.732082150710724
123.04629543641548,106.1618083521241,13.722060484963146
70.50292327508265,55.293217434057354,21.5731563096771
82.61269672228877,59.233920110340414,28.29925367348625
121.23575694889253,88.71790327231531,26.821999132059087
114.70414195971235,113.06793455816502,1.4264588650355894
78.65836615779503,76.91419506591254,2.2174006111232267
